Year,Facility ID,Hospital Name,Hospital County,Hospital Region,IQI Code,IQI Value,Total Cases,Numerator,Observed Rate,Expected Rate,Risk Adjusted Rate,Lower 95CI RAR,Upper 95CI RAR,Compare to State,Compare to National
2013,0,Statewide,,,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,29687,1915,64.51,,,,,,
2013,0,National,,,IQI16,Heart Failure Mortality Rate,,,33.3,,,,,,
2013,0,National,,,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,,,60.69,,,,,,
2013,0,National,,,IQI11,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate,,,41.23,,,,,,
2013,0,Statewide,,,IQI11C,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Ruptured Endovascular,136,36,264.71,,,,,,
2013,0,National,,,IQI09,Pancreatic Resection Mortality Rate,,,34.03,,,,,,
2013,0,Statewide,,,IQI18,Gastrointestinal Hemorrhage Mortality Rate,31072,878,28.26,,,,,,
2013,0,National,,,IQI21,"Cesarean Delivery Rate, Uncomplicated",,,300.06,,,,,,
2013,0,Statewide,,,IQI11,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate,2258,93,41.19,,,,,,
2013,0,Statewide,,,IQI09,Pancreatic Resection Mortality Rate,1340,33,24.63,,,,,,
2013,0,National,,,IQI25,Bilateral Cardiac Catheterization Rate,,,14.12,,,,,,
2013,0,Statewide,,,IQI19,Hip Fracture Mortality Rate,14184,407,28.69,,,,,,
2013,0,Statewide,,,IQI11B,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Unruptured Open,211,12,56.87,,,,,,
2013,0,Statewide,,,IQI21,"Cesarean Delivery Rate, Uncomplicated",202313,62080,306.85,,,,,,
2013,0,National,,,IQI11A,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Ruptured Open,,,374.17,,,,,,
2013,0,National,,,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",,,90.57,,,,,,
2013,0,National,,,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",,,63.95,,,,,,
2013,0,National,,,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",,,179.47,,,,,,
2013,0,Statewide,,,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",39200,5146,131.28,,,,,,
2013,0,Statewide,,,IQI13,Craniotomy Mortality Rate,9739,498,51.13,,,,,,
2013,0,National,,,IQI08,Esophageal Resection Mortality Rate,,,50.06,,,,,,
2013,0,Statewide,,,IQI23,Laparoscopic Cholecystectomy Rate,16688,14494,868.53,,,,,,
2013,0,Statewide,,,IQI11D,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Unruptured Endovascular,1854,19,10.25,,,,,,
2013,0,National,,,IQI11C,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Ruptured Endovascular,,,235.21,,,,,,
2013,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI23,Laparoscopic Cholecystectomy Rate,169,118,698.22,,,,,,
2013,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI24,Incidental Appendectomy in the Elderly Rate,398,3,7.54,,,,,,
2013,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI21,"Cesarean Delivery Rate, Uncomplicated",1535,577,375.9,,,,,,
2013,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",435,51,117.24,,,,,,
2013,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",363,40,110.19,,,,,,
2013,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",1172,254,216.72,,,,,,
2013,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI31,Carotid Endarterectomy Mortality Rate,208,2,9.62,4.54,8,0.97,28.89,NS,NS
2013,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI20,Pneumonia Mortality Rate,255,8,31.37,27.91,51.78,22.35,102.02,NS,NS
2013,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI16,Heart Failure Mortality Rate,422,16,37.91,26.33,60.82,34.76,98.76,NS,NS
2013,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",312,22,70.51,50.21,98.13,61.5,148.56,NS,NS
2013,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,540,34,62.96,46.43,87.47,60.58,122.23,NS,NS
2013,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI25,Bilateral Cardiac Catheterization Rate,874,8,9.15,,,,,,
2013,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI11D,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Unruptured Endovascular,157,4,25.48,13.7,19.06,5.19,48.79,NS,NS
2013,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI19,Hip Fracture Mortality Rate,107,1,9.35,20.82,12.88,0.33,71.77,NS,NS
2013,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI18,Gastrointestinal Hemorrhage Mortality Rate,316,9,28.48,23.09,34.86,15.94,66.18,NS,NS
2013,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI11,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate,188,7,37.23,41.65,36.82,14.8,75.86,NS,NS
2013,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI14,Hip Replacement Mortality Rate,436,0,0,0.57,0,0,4.41,NS,NS
2013,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI13,Craniotomy Mortality Rate,476,31,65.13,53.64,62.08,42.18,88.12,NS,NS
2013,4,ALBANY MEMORIAL HOSPITAL,Albany,Captal/Adiron,IQI19,Hip Fracture Mortality Rate,66,1,15.15,27.03,16.08,0.41,89.61,NS,NS
2013,4,ALBANY MEMORIAL HOSPITAL,Albany,Captal/Adiron,IQI18,Gastrointestinal Hemorrhage Mortality Rate,85,3,35.29,17.86,55.83,11.51,163.16,NS,NS
2013,4,ALBANY MEMORIAL HOSPITAL,Albany,Captal/Adiron,IQI20,Pneumonia Mortality Rate,161,5,31.06,37.61,38.04,12.35,88.78,NS,NS
2013,4,ALBANY MEMORIAL HOSPITAL,Albany,Captal/Adiron,IQI23,Laparoscopic Cholecystectomy Rate,50,43,860,,,,,,
2013,4,ALBANY MEMORIAL HOSPITAL,Albany,Captal/Adiron,IQI24,Incidental Appendectomy in the Elderly Rate,49,1,20.41,,,,,,
2013,4,ALBANY MEMORIAL HOSPITAL,Albany,Captal/Adiron,IQI16,Heart Failure Mortality Rate,159,4,25.16,31.79,33.42,9.11,85.56,NS,NS
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI20,Pneumonia Mortality Rate,303,5,16.5,46.34,16.41,5.33,38.29,Below,Below
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI25,Bilateral Cardiac Catheterization Rate,729,5,6.86,,,,,,
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI31,Carotid Endarterectomy Mortality Rate,103,1,9.71,5.25,6.98,0.18,38.9,NS,NS
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI21,"Cesarean Delivery Rate, Uncomplicated",2294,631,275.07,,,,,,
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI24,Incidental Appendectomy in the Elderly Rate,536,14,26.12,,,,,,
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",1946,335,172.15,,,,,,
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI09,Pancreatic Resection Mortality Rate,64,1,15.63,30.18,12.75,0.32,71.04,NS,NS
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI13,Craniotomy Mortality Rate,60,0,0,38.2,0,0,4.91,Below,Below
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI11D,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Unruptured Endovascular,37,0,0,6.26,0,0,6.01,Below,Below
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI11,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate,37,0,0,8.23,0,0,18.36,Below,Below
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI18,Gastrointestinal Hemorrhage Mortality Rate,342,7,20.47,21.49,26.91,10.82,55.45,NS,NS
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",348,52,149.43,,,,,,
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI23,Laparoscopic Cholecystectomy Rate,237,205,864.98,,,,,,
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",393,55,139.95,,,,,,
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI16,Heart Failure Mortality Rate,621,22,35.43,40.51,36.93,23.14,55.91,NS,NS
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI19,Hip Fracture Mortality Rate,185,4,21.62,41.68,14.89,4.06,38.12,NS,NS
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI14,Hip Replacement Mortality Rate,580,0,0,1.26,0,0,1.99,NS,NS
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",289,21,72.66,57.65,88.07,54.52,134.63,NS,NS
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI09B,Pancreatic Resection Mortality Rate without Pancreatic Cancer Dx,40,0,0,25.13,0,0,3.85,Below,Below
2013,5,ST PETERS HOSPITAL ALBANY,Albany,Captal/Adiron,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,484,31,64.05,50,82.63,56.14,117.28,NS,NS
2013,37,CUBA MEMORIAL HOSPITAL,Allegheny,Western NY,IQI20,Pneumonia Mortality Rate,34,0,0,8.97,0,0,18.84,Below,Below
2013,39,JONES MEMORIAL HOSPITAL,Allegheny,Western NY,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",205,43,209.76,,,,,,
2013,39,JONES MEMORIAL HOSPITAL,Allegheny,Western NY,IQI18,Gastrointestinal Hemorrhage Mortality Rate,32,3,93.75,20.23,130.96,27.01,382.72,NS,NS
2013,39,JONES MEMORIAL HOSPITAL,Allegheny,Western NY,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",39,1,25.64,,,,,,
2013,39,JONES MEMORIAL HOSPITAL,Allegheny,Western NY,IQI20,Pneumonia Mortality Rate,64,0,0,28.16,0,0,6,Below,Below
2013,39,JONES MEMORIAL HOSPITAL,Allegheny,Western NY,IQI16,Heart Failure Mortality Rate,80,0,0,23.64,0,0,6.55,Below,Below
2013,39,JONES MEMORIAL HOSPITAL,Allegheny,Western NY,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",45,2,44.44,,,,,,
2013,39,JONES MEMORIAL HOSPITAL,Allegheny,Western NY,IQI21,"Cesarean Delivery Rate, Uncomplicated",244,81,331.97,,,,,,
2013,42,UNITED HEALTH SERVICES,Broome,Central NY,IQI14,Hip Replacement Mortality Rate,178,1,5.62,0.85,4.5,0.11,25.07,NS,NS
2013,42,UNITED HEALTH SERVICES,Broome,Central NY,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",40,2,50,33.24,105.1,12.73,379.64,NS,NS
2013,42,UNITED HEALTH SERVICES,Broome,Central NY,IQI20,Pneumonia Mortality Rate,109,2,18.35,30.98,27.29,3.3,98.56,NS,NS
2013,42,UNITED HEALTH SERVICES,Broome,Central NY,IQI18,Gastrointestinal Hemorrhage Mortality Rate,73,4,54.79,16.14,95.92,26.13,245.59,NS,NS
2013,42,UNITED HEALTH SERVICES,Broome,Central NY,IQI25,Bilateral Cardiac Catheterization Rate,38,1,26.32,,,,,,
2013,42,UNITED HEALTH SERVICES,Broome,Central NY,IQI16,Heart Failure Mortality Rate,82,7,85.37,24.97,144.34,58.03,297.4,Above,Above
2013,42,UNITED HEALTH SERVICES,Broome,Central NY,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,40,2,50,32.95,97.89,11.85,353.6,NS,NS
2013,42,UNITED HEALTH SERVICES,Broome,Central NY,IQI19,Hip Fracture Mortality Rate,59,2,33.9,28.2,34.5,4.18,124.61,NS,NS
2013,43,OUR LADY OF LOURDES MEM,Broome,Central NY,IQI21,"Cesarean Delivery Rate, Uncomplicated",993,297,299.09,,,,,,
2013,43,OUR LADY OF LOURDES MEM,Broome,Central NY,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,85,10,117.65,102.69,73.91,35.44,135.91,NS,NS
2013,43,OUR LADY OF LOURDES MEM,Broome,Central NY,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",159,3,18.87,,,,,,
2013,43,OUR LADY OF LOURDES MEM,Broome,Central NY,IQI16,Heart Failure Mortality Rate,312,19,60.9,38.75,66.36,39.95,103.63,NS,NS
2013,43,OUR LADY OF LOURDES MEM,Broome,Central NY,IQI18,Gastrointestinal Hemorrhage Mortality Rate,162,3,18.52,18.11,28.89,5.96,84.43,NS,NS
2013,43,OUR LADY OF LOURDES MEM,Broome,Central NY,IQI24,Incidental Appendectomy in the Elderly Rate,135,2,14.81,,,,,,
2013,43,OUR LADY OF LOURDES MEM,Broome,Central NY,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",834,141,169.06,,,,,,
2013,43,OUR LADY OF LOURDES MEM,Broome,Central NY,IQI14,Hip Replacement Mortality Rate,175,0,0,1.12,0,0,2.24,NS,NS
2013,43,OUR LADY OF LOURDES MEM,Broome,Central NY,IQI19,Hip Fracture Mortality Rate,123,6,48.78,32.12,43.57,15.99,94.84,NS,NS
2013,43,OUR LADY OF LOURDES MEM,Broome,Central NY,IQI20,Pneumonia Mortality Rate,323,22,68.11,37.09,84.61,53.03,128.11,Above,Above
2013,43,OUR LADY OF LOURDES MEM,Broome,Central NY,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",172,3,17.44,,,,,,
2013,43,OUR LADY OF LOURDES MEM,Broome,Central NY,IQI23,Laparoscopic Cholecystectomy Rate,109,102,935.78,,,,,,
2013,43,OUR LADY OF LOURDES MEM,Broome,Central NY,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",85,10,117.65,102.48,80.21,38.47,147.51,NS,NS
2013,58,UNITED HEALTH SERVICES HOSPITALITALS INC. - WILSON MEDICAL CENTER,Broome,Central NY,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",330,39,118.18,,,,,,
2013,58,UNITED HEALTH SERVICES HOSPITALITALS INC. - WILSON MEDICAL CENTER,Broome,Central NY,IQI25,Bilateral Cardiac Catheterization Rate,711,7,9.85,,,,,,
2013,58,UNITED HEALTH SERVICES HOSPITALITALS INC. - WILSON MEDICAL CENTER,Broome,Central NY,IQI11,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate,42,2,47.62,47.12,41.62,5.04,150.36,NS,NS
2013,58,UNITED HEALTH SERVICES HOSPITALITALS INC. - WILSON MEDICAL CENTER,Broome,Central NY,IQI11D,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Unruptured Endovascular,34,0,0,3.53,0,0,10.66,NS,NS
2013,58,UNITED HEALTH SERVICES HOSPITALITALS INC. - WILSON MEDICAL CENTER,Broome,Central NY,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",1020,203,199.02,,,,,,
2013,58,UNITED HEALTH SERVICES HOSPITALITALS INC. - WILSON MEDICAL CENTER,Broome,Central NY,IQI23,Laparoscopic Cholecystectomy Rate,125,106,848,,,,,,
2013,58,UNITED HEALTH SERVICES HOSPITALITALS INC. - WILSON MEDICAL CENTER,Broome,Central NY,IQI20,Pneumonia Mortality Rate,376,24,63.83,31.54,93.23,59.73,138.71,Above,Above
2013,58,UNITED HEALTH SERVICES HOSPITALITALS INC. - WILSON MEDICAL CENTER,Broome,Central NY,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",286,35,122.38,,,,,,
2013,58,UNITED HEALTH SERVICES HOSPITALITALS INC. - WILSON MEDICAL CENTER,Broome,Central NY,IQI31,Carotid Endarterectomy Mortality Rate,86,0,0,1.85,0,0,7.49,NS,NS
2013,58,UNITED HEALTH SERVICES HOSPITALITALS INC. - WILSON MEDICAL CENTER,Broome,Central NY,IQI13,Craniotomy Mortality Rate,231,12,51.95,54.72,48.54,25.08,84.79,NS,NS
2013,58,UNITED HEALTH SERVICES HOSPITALITALS INC. - WILSON MEDICAL CENTER,Broome,Central NY,IQI18,Gastrointestinal Hemorrhage Mortality Rate,188,4,21.28,15.94,37.72,10.28,96.58,NS,NS
2013,58,UNITED HEALTH SERVICES HOSPITALITALS INC. - WILSON MEDICAL CENTER,Broome,Central NY,IQI19,Hip Fracture Mortality Rate,100,2,20,21.55,26.63,3.23,96.21,NS,NS
2013,58,UNITED HEALTH SERVICES HOSPITALITALS INC. - WILSON MEDICAL CENTER,Broome,Central NY,IQI24,Incidental Appendectomy in the Elderly Rate,200,0,0,,,,,,
2013,58,UNITED HEALTH SERVICES HOSPITALITALS INC. - WILSON MEDICAL CENTER,Broome,Central NY,IQI16,Heart Failure Mortality Rate,456,20,43.86,25.49,72.65,44.38,112.21,Above,Above
2013,58,UNITED HEALTH SERVICES HOSPITALITALS INC. - WILSON MEDICAL CENTER,Broome,Central NY,IQI21,"Cesarean Delivery Rate, Uncomplicated",1306,454,347.63,,,,,,
2013,58,UNITED HEALTH SERVICES HOSPITALITALS INC. - WILSON MEDICAL CENTER,Broome,Central NY,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",543,38,69.98,45.46,107.57,76.12,147.65,Above,Above
2013,58,UNITED HEALTH SERVICES HOSPITALITALS INC. - WILSON MEDICAL CENTER,Broome,Central NY,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,543,38,69.98,45.38,99.47,70.39,136.53,Above,Above
2013,66,OLEAN GENERAL HOSP MAIN,Cattaraugus,Western NY,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",618,94,152.1,,,,,,
2013,66,OLEAN GENERAL HOSP MAIN,Cattaraugus,Western NY,IQI20,Pneumonia Mortality Rate,194,11,56.7,41.74,62.58,31.24,111.97,NS,NS
2013,66,OLEAN GENERAL HOSP MAIN,Cattaraugus,Western NY,IQI23,Laparoscopic Cholecystectomy Rate,59,40,677.97,,,,,,
2013,66,OLEAN GENERAL HOSP MAIN,Cattaraugus,Western NY,IQI24,Incidental Appendectomy in the Elderly Rate,87,0,0,,,,,,
2013,66,OLEAN GENERAL HOSP MAIN,Cattaraugus,Western NY,IQI18,Gastrointestinal Hemorrhage Mortality Rate,134,4,29.85,25.87,32.61,8.88,83.49,NS,NS
2013,66,OLEAN GENERAL HOSP MAIN,Cattaraugus,Western NY,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,72,12,166.67,78.71,136.59,70.58,238.6,Above,Above
2013,66,OLEAN GENERAL HOSP MAIN,Cattaraugus,Western NY,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",72,12,166.67,78.71,147.95,76.45,258.44,Above,Above
2013,66,OLEAN GENERAL HOSP MAIN,Cattaraugus,Western NY,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",95,2,21.05,,,,,,
2013,66,OLEAN GENERAL HOSP MAIN,Cattaraugus,Western NY,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",111,2,18.02,,,,,,
2013,66,OLEAN GENERAL HOSP MAIN,Cattaraugus,Western NY,IQI14,Hip Replacement Mortality Rate,38,0,0,1.82,0,0,1.38,NS,NS
2013,66,OLEAN GENERAL HOSP MAIN,Cattaraugus,Western NY,IQI19,Hip Fracture Mortality Rate,54,2,37.04,24.44,43.48,5.27,157.05,NS,NS
2013,66,OLEAN GENERAL HOSP MAIN,Cattaraugus,Western NY,IQI16,Heart Failure Mortality Rate,162,6,37.04,39.3,39.8,14.61,86.63,NS,NS
2013,66,OLEAN GENERAL HOSP MAIN,Cattaraugus,Western NY,IQI25,Bilateral Cardiac Catheterization Rate,37,0,0,,,,,,
2013,66,OLEAN GENERAL HOSP MAIN,Cattaraugus,Western NY,IQI21,"Cesarean Delivery Rate, Uncomplicated",713,187,262.27,,,,,,
2013,85,AUBURN MEMORIAL HOSPITAL,Cayuga,Central NY,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",44,0,0,,,,,,
2013,85,AUBURN MEMORIAL HOSPITAL,Cayuga,Central NY,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",39,10,256.41,84.81,211.26,101.31,388.51,Above,Above
2013,85,AUBURN MEMORIAL HOSPITAL,Cayuga,Central NY,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",42,0,0,,,,,,
2013,85,AUBURN MEMORIAL HOSPITAL,Cayuga,Central NY,IQI19,Hip Fracture Mortality Rate,63,1,15.87,26.3,17.32,0.44,96.5,NS,NS
2013,85,AUBURN MEMORIAL HOSPITAL,Cayuga,Central NY,IQI20,Pneumonia Mortality Rate,226,15,66.37,43.71,69.95,39.15,115.37,NS,NS
2013,85,AUBURN MEMORIAL HOSPITAL,Cayuga,Central NY,IQI18,Gastrointestinal Hemorrhage Mortality Rate,68,1,14.71,13.08,31.76,0.8,176.96,NS,NS
2013,85,AUBURN MEMORIAL HOSPITAL,Cayuga,Central NY,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,39,10,256.41,84.32,196.15,94.06,360.73,Above,Above
2013,85,AUBURN MEMORIAL HOSPITAL,Cayuga,Central NY,IQI16,Heart Failure Mortality Rate,216,13,60.19,30.26,83.98,44.71,143.6,Above,Above
2013,85,AUBURN MEMORIAL HOSPITAL,Cayuga,Central NY,IQI24,Incidental Appendectomy in the Elderly Rate,49,0,0,,,,,,
2013,85,AUBURN MEMORIAL HOSPITAL,Cayuga,Central NY,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",311,60,192.93,,,,,,
2013,85,AUBURN MEMORIAL HOSPITAL,Cayuga,Central NY,IQI23,Laparoscopic Cholecystectomy Rate,51,48,941.18,,,,,,
2013,85,AUBURN MEMORIAL HOSPITAL,Cayuga,Central NY,IQI21,"Cesarean Delivery Rate, Uncomplicated",353,102,288.95,,,,,,
2013,98,BROOKS MEMORIAL HOSPITAL,Chautatuqua,Western NY,IQI21,"Cesarean Delivery Rate, Uncomplicated",398,139,349.25,,,,,,
2013,98,BROOKS MEMORIAL HOSPITAL,Chautatuqua,Western NY,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",87,4,45.98,,,,,,
2013,98,BROOKS MEMORIAL HOSPITAL,Chautatuqua,Western NY,IQI20,Pneumonia Mortality Rate,104,4,38.46,43.61,40.63,11.07,104.04,NS,NS
2013,98,BROOKS MEMORIAL HOSPITAL,Chautatuqua,Western NY,IQI14,Hip Replacement Mortality Rate,56,0,0,0.7,0,0,3.56,NS,NS
2013,98,BROOKS MEMORIAL HOSPITAL,Chautatuqua,Western NY,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",70,2,28.57,,,,,,
2013,98,BROOKS MEMORIAL HOSPITAL,Chautatuqua,Western NY,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",328,71,216.46,,,,,,
2013,98,BROOKS MEMORIAL HOSPITAL,Chautatuqua,Western NY,IQI16,Heart Failure Mortality Rate,141,5,35.46,28.86,51.88,16.85,121.07,NS,NS
2013,98,BROOKS MEMORIAL HOSPITAL,Chautatuqua,Western NY,IQI23,Laparoscopic Cholecystectomy Rate,34,34,1000,,,,,,
2013,98,BROOKS MEMORIAL HOSPITAL,Chautatuqua,Western NY,IQI19,Hip Fracture Mortality Rate,45,2,44.44,21.82,58.45,7.08,211.15,NS,NS
2013,98,BROOKS MEMORIAL HOSPITAL,Chautatuqua,Western NY,IQI18,Gastrointestinal Hemorrhage Mortality Rate,54,0,0,25.14,0,0,4.12,Below,Below
2013,103,WOMAN'S CHRISTIAN ASSOCIATION,Chautatuqua,Western NY,IQI20,Pneumonia Mortality Rate,173,8,46.24,38.21,55.75,24.07,109.85,NS,NS
2013,103,WOMAN'S CHRISTIAN ASSOCIATION,Chautatuqua,Western NY,IQI16,Heart Failure Mortality Rate,287,16,55.75,37.15,63.38,36.23,102.92,NS,NS
2013,103,WOMAN'S CHRISTIAN ASSOCIATION,Chautatuqua,Western NY,IQI19,Hip Fracture Mortality Rate,89,5,56.18,20.32,79.35,25.77,185.18,NS,NS
2013,103,WOMAN'S CHRISTIAN ASSOCIATION,Chautatuqua,Western NY,IQI14,Hip Replacement Mortality Rate,60,0,0,0.68,0,0,3.69,NS,NS
2013,103,WOMAN'S CHRISTIAN ASSOCIATION,Chautatuqua,Western NY,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",471,79,167.73,,,,,,
2013,103,WOMAN'S CHRISTIAN ASSOCIATION,Chautatuqua,Western NY,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,43,5,116.28,86.33,86.89,28.21,202.77,NS,NS
2013,103,WOMAN'S CHRISTIAN ASSOCIATION,Chautatuqua,Western NY,IQI23,Laparoscopic Cholecystectomy Rate,30,26,866.67,,,,,,
2013,103,WOMAN'S CHRISTIAN ASSOCIATION,Chautatuqua,Western NY,IQI21,"Cesarean Delivery Rate, Uncomplicated",566,174,307.42,,,,,,
2013,103,WOMAN'S CHRISTIAN ASSOCIATION,Chautatuqua,Western NY,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",109,0,0,,,,,,
2013,103,WOMAN'S CHRISTIAN ASSOCIATION,Chautatuqua,Western NY,IQI25,Bilateral Cardiac Catheterization Rate,78,2,25.64,,,,,,
2013,103,WOMAN'S CHRISTIAN ASSOCIATION,Chautatuqua,Western NY,IQI24,Incidental Appendectomy in the Elderly Rate,52,2,38.46,,,,,,
2013,103,WOMAN'S CHRISTIAN ASSOCIATION,Chautatuqua,Western NY,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",95,0,0,,,,,,
2013,103,WOMAN'S CHRISTIAN ASSOCIATION,Chautatuqua,Western NY,IQI18,Gastrointestinal Hemorrhage Mortality Rate,118,4,33.9,23.69,40.44,11.02,103.54,NS,NS
2013,103,WOMAN'S CHRISTIAN ASSOCIATION,Chautatuqua,Western NY,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",43,5,116.28,86.66,93.76,30.44,218.8,NS,NS
2013,114,TLC HEALTH NETWORK,Chautatuqua,Western NY,IQI20,Pneumonia Mortality Rate,70,1,14.29,23.03,28.58,0.72,159.24,NS,NS
2013,114,TLC HEALTH NETWORK,Chautatuqua,Western NY,IQI16,Heart Failure Mortality Rate,54,0,0,20.9,0,0,7.41,Below,Below
